"regiao";"estado";"data";"novos.casos";"casos.acumulados";"obitos.novos";"obitos.acumulados"
"Nordeste";"RN";"19/04/2020";15;531;1;25
"Nordeste";"RN";"20/04/2020";64;595;2;27
"Nordeste";"RN";"21/04/2020";13;608;1;28
"Nordeste";"RN";"22/04/2020";38;646;1;29
"Nordeste";"RN";"23/04/2020";62;708;5;34
"Nordeste";"RN";"24/04/2020";46;754;4;38
"Nordeste";"RN";"25/04/2020";27;781;2;40
"Nordeste";"RN";"26/04/2020";44;825;4;44
"Nordeste";"RN";"27/04/2020";7;832;1;45
"Nordeste";"RN";"28/04/2020";25;857;3;48
"Nordeste";"RN";"29/04/2020";229;1086;5;53
"Nordeste";"RN";"30/04/2020";91;1177;3;56
"Nordeste";"RN";"01/05/2020";120;1297;0;56
"Nordeste";"RN";"02/05/2020";69;1366;3;59
"Nordeste";"RN";"03/05/2020";26;1392;2;61
"Nordeste";"RN";"04/05/2020";29;1421;1;62
"Nordeste";"RN";"05/05/2020";115;1536;6;68
"Nordeste";"RN";"06/05/2020";38;1574;4;72
"Nordeste";"RN";"07/05/2020";165;1739;4;76
"Nordeste";"RN";"08/05/2020";82;1821;5;81
"Nordeste";"RN";"09/05/2020";98;1919;6;87
"Nordeste";"RN";"10/05/2020";9;1928;1;88
"Nordeste";"RN";"11/05/2020";61;1989;4;92
"Nordeste";"RN";"12/05/2020";44;2033;1;93
"Nordeste";"RN";"13/05/2020";334;2367;12;105
"Nordeste";"RN";"14/05/2020";170;2537;12;117
"Nordeste";"RN";"15/05/2020";249;2786;5;122
"Nordeste";"RN";"16/05/2020";218;3004;14;136
"Nordeste";"RN";"17/05/2020";133;3137;3;139
"Nordeste";"RN";"18/05/2020";47;3184;7;146
"Nordeste";"RN";"19/05/2020";299;3483;14;160
"Nordeste";"RN";"20/05/2020";313;3796;10;170
"Nordeste";"RN";"21/05/2020";264;4060;8;178
"Nordeste";"RN";"22/05/2020";191;4251;3;181
"Nordeste";"RN";"23/05/2020";348;4599;3;184
"Nordeste";"RN";"24/05/2020";98;4697;16;200
"Nordeste";"RN";"25/05/2020";62;4759;9;209
"Nordeste";"RN";"26/05/2020";713;5472;11;220
"Nordeste";"RN";"27/05/2020";158;5630;22;242
"Nordeste";"RN";"28/05/2020";0;5630;12;254
"Nordeste";"RN";"29/05/2020";833;6463;14;268
"Nordeste";"RN";"30/05/2020";939;7402;37;305
"Nordeste";"RN";"31/05/2020";0;7402;0;305
"Nordeste";"RN";"01/06/2020";562;7964;18;323
"Nordeste";"RN";"02/06/2020";269;8233;18;341
"Nordeste";"RN";"03/06/2020";916;9149;26;367
"Nordeste";"RN";"04/06/2020";133;9282;11;378
"Nordeste";"PB";"25/02/2020";0;0;0;0
"Nordeste";"PB";"26/02/2020";0;0;0;0
"Nordeste";"PB";"27/02/2020";0;0;0;0
"Nordeste";"PB";"28/02/2020";0;0;0;0
"Nordeste";"PB";"29/02/2020";0;0;0;0
"Nordeste";"PB";"01/03/2020";0;0;0;0
"Nordeste";"PB";"02/03/2020";0;0;0;0
"Nordeste";"PB";"03/03/2020";0;0;0;0
"Nordeste";"PB";"04/03/2020";0;0;0;0
"Nordeste";"PB";"05/03/2020";0;0;0;0
"Nordeste";"PB";"06/03/2020";0;0;0;0
"Nordeste";"PB";"07/03/2020";0;0;0;0
"Nordeste";"PB";"08/03/2020";0;0;0;0
"Nordeste";"PB";"09/03/2020";0;0;0;0
"Nordeste";"PB";"10/03/2020";0;0;0;0
"Nordeste";"PB";"11/03/2020";0;0;0;0
"Nordeste";"PB";"12/03/2020";0;0;0;0
"Nordeste";"PB";"13/03/2020";0;0;0;0
"Nordeste";"PB";"14/03/2020";0;0;0;0
"Nordeste";"PB";"15/03/2020";0;0;0;0
"Nordeste";"PB";"16/03/2020";0;0;0;0
"Nordeste";"PB";"17/03/2020";0;0;0;0
"Nordeste";"PB";"18/03/2020";0;0;0;0
"Nordeste";"PB";"19/03/2020";1;1;0;0
"Nordeste";"PB";"20/03/2020";0;1;0;0
"Nordeste";"PB";"21/03/2020";0;1;0;0
"Nordeste";"PB";"22/03/2020";0;1;0;0
"Nordeste";"PB";"23/03/2020";1;2;0;0
"Nordeste";"PB";"24/03/2020";1;3;0;0
"Nordeste";"PB";"25/03/2020";0;3;0;0
"Nordeste";"PB";"26/03/2020";2;5;0;0
"Nordeste";"PB";"27/03/2020";4;9;0;0
"Nordeste";"PB";"28/03/2020";5;14;0;0
"Nordeste";"PB";"29/03/2020";0;14;0;0
"Nordeste";"PB";"30/03/2020";1;15;0;0
"Nordeste";"PB";"31/03/2020";2;17;0;0
"Nordeste";"PB";"01/04/2020";3;20;1;1
"Nordeste";"PB";"02/04/2020";1;21;0;1
"Nordeste";"PB";"03/04/2020";8;29;0;1
"Nordeste";"PB";"04/04/2020";3;32;1;2
"Nordeste";"PB";"05/04/2020";2;34;2;4
"Nordeste";"PB";"06/04/2020";1;35;0;4
"Nordeste";"PB";"07/04/2020";1;36;0;4
"Nordeste";"PB";"08/04/2020";5;41;0;4
"Nordeste";"PB";"09/04/2020";14;55;3;7
"Nordeste";"PB";"10/04/2020";24;79;4;11
"Nordeste";"PB";"11/04/2020";6;85;0;11
"Nordeste";"PB";"12/04/2020";16;101;2;13
"Nordeste";"PB";"13/04/2020";10;111;0;13
"Nordeste";"PB";"14/04/2020";25;136;3;16
"Nordeste";"PB";"15/04/2020";15;151;5;21
"Nordeste";"PB";"16/04/2020";14;165;3;24
"Nordeste";"PB";"17/04/2020";30;195;2;26
"Nordeste";"PB";"18/04/2020";10;205;0;26
"Nordeste";"PB";"19/04/2020";31;236;3;29
"Nordeste";"PB";"20/04/2020";9;245;3;32
"Nordeste";"PB";"21/04/2020";18;263;1;33
"Nordeste";"PB";"22/04/2020";38;301;6;39
"Nordeste";"PB";"23/04/2020";44;345;1;40
"Nordeste";"PB";"24/04/2020";41;386;4;44
"Nordeste";"PB";"25/04/2020";61;447;2;46
"Nordeste";"PB";"26/04/2020";52;499;3;49
"Nordeste";"PB";"27/04/2020";44;543;1;50
"Nordeste";"PB";"28/04/2020";90;633;3;53
"Nordeste";"PB";"29/04/2020";66;699;5;58
"Nordeste";"PB";"30/04/2020";115;814;4;62
"Nordeste";"PB";"01/05/2020";112;926;5;67
"Nordeste";"PB";"02/05/2020";108;1034;7;74
"Nordeste";"PB";"03/05/2020";135;1169;2;76
"Nordeste";"PB";"04/05/2020";50;1219;3;79
"Nordeste";"PB";"05/05/2020";142;1361;6;85
"Nordeste";"PB";"06/05/2020";132;1493;7;92
"Nordeste";"PB";"07/05/2020";164;1657;9;101
"Nordeste";"PB";"08/05/2020";374;2031;13;114
"Nordeste";"PB";"09/05/2020";125;2156;10;124
"Nordeste";"PB";"10/05/2020";185;2341;11;135
"Nordeste";"PB";"11/05/2020";184;2525;4;139
"Nordeste";"PB";"12/05/2020";252;2777;15;154
"Nordeste";"PB";"13/05/2020";268;3045;3;157
"Nordeste";"PB";"14/05/2020";316;3361;3;160
"Nordeste";"PB";"15/05/2020";378;3739;10;170
"Nordeste";"PB";"16/05/2020";324;4063;13;183
"Nordeste";"PB";"17/05/2020";284;4347;11;194
"Nordeste";"PB";"18/05/2020";439;4786;13;207
"Nordeste";"PB";"19/05/2020";514;5300;12;219
"Nordeste";"PB";"20/05/2020";538;5838;11;230
"Nordeste";"PB";"21/05/2020";400;6238;15;245
"Nordeste";"PB";"22/05/2020";644;6882;3;248
"Nordeste";"PB";"23/05/2020";626;7508;10;258
"Nordeste";"PB";"24/05/2020";315;7823;14;272
"Nordeste";"PB";"25/05/2020";193;8016;7;279
"Nordeste";"PB";"26/05/2020";903;8919;7;286
"Nordeste";"PB";"27/05/2020";1290;10209;12;298
"Nordeste";"PB";"28/05/2020";923;11132;20;318
"Nordeste";"PB";"29/05/2020";879;12011;9;327
"Nordeste";"PB";"30/05/2020";851;12862;20;347
"Nordeste";"PB";"31/05/2020";300;13162;13;360
"Nordeste";"PB";"01/06/2020";533;13695;10;370
"Nordeste";"PB";"02/06/2020";1164;14859;9;379
"Nordeste";"PB";"03/06/2020";1159;16018;35;414
"Nordeste";"PB";"04/06/2020";1561;17579;24;438
"Nordeste";"PE";"25/02/2020";0;0;0;0
"Nordeste";"PE";"26/02/2020";0;0;0;0
"Nordeste";"PE";"27/02/2020";0;0;0;0
"Nordeste";"PE";"28/02/2020";0;0;0;0
"Nordeste";"PE";"29/02/2020";0;0;0;0
"Nordeste";"PE";"01/03/2020";0;0;0;0
"Nordeste";"PE";"02/03/2020";0;0;0;0
"Nordeste";"PE";"03/03/2020";0;0;0;0
"Nordeste";"PE";"04/03/2020";0;0;0;0
"Nordeste";"PE";"05/03/2020";0;0;0;0
"Nordeste";"PE";"06/03/2020";0;0;0;0
"Nordeste";"PE";"07/03/2020";0;0;0;0
"Nordeste";"PE";"08/03/2020";0;0;0;0
"Nordeste";"PE";"09/03/2020";0;0;0;0
"Nordeste";"PE";"10/03/2020";0;0;0;0
"Nordeste";"PE";"11/03/2020";0;0;0;0
"Nordeste";"PE";"12/03/2020";2;2;0;0
"Nordeste";"PE";"13/03/2020";0;2;0;0
"Nordeste";"PE";"14/03/2020";0;2;0;0
"Nordeste";"PE";"15/03/2020";0;2;0;0
"Nordeste";"PE";"16/03/2020";0;2;0;0
"Nordeste";"PE";"17/03/2020";14;16;0;0
"Nordeste";"PE";"18/03/2020";0;16;0;0
"Nordeste";"PE";"19/03/2020";12;28;0;0
"Nordeste";"PE";"20/03/2020";2;30;0;0
"Nordeste";"PE";"21/03/2020";0;30;0;0
"Nordeste";"PE";"22/03/2020";7;37;0;0
"Nordeste";"PE";"23/03/2020";5;42;0;0
"Nordeste";"PE";"24/03/2020";0;42;0;0
"Nordeste";"PE";"25/03/2020";4;46;1;1
"Nordeste";"PE";"26/03/2020";2;48;2;3
"Nordeste";"PE";"27/03/2020";8;56;1;4
"Nordeste";"PE";"28/03/2020";12;68;1;5
"Nordeste";"PE";"29/03/2020";5;73;0;5
"Nordeste";"PE";"30/03/2020";5;78;1;6
"Nordeste";"PE";"31/03/2020";9;87;0;6
"Nordeste";"PE";"01/04/2020";8;95;2;8
"Nordeste";"PE";"02/04/2020";11;106;1;9
"Nordeste";"PE";"03/04/2020";30;136;1;10
"Nordeste";"PE";"04/04/2020";40;176;4;14
"Nordeste";"PE";"05/04/2020";25;201;7;21
"Nordeste";"PE";"06/04/2020";22;223;9;30
"Nordeste";"PE";"07/04/2020";129;352;4;34
"Nordeste";"PE";"08/04/2020";49;401;12;46
"Nordeste";"PE";"09/04/2020";154;555;10;56
"Nordeste";"PE";"10/04/2020";129;684;9;65
"Nordeste";"PE";"11/04/2020";132;816;7;72
"Nordeste";"PE";"12/04/2020";144;960;13;85
"Nordeste";"PE";"13/04/2020";194;1154;17;102
"Nordeste";"PE";"14/04/2020";130;1284;13;115
"Nordeste";"PE";"15/04/2020";200;1484;28;143
"Nordeste";"PE";"16/04/2020";199;1683;17;160
"Nordeste";"PE";"17/04/2020";323;2006;26;186
"Nordeste";"PE";"18/04/2020";187;2193;19;205
"Nordeste";"PE";"19/04/2020";266;2459;11;216
"Nordeste";"PE";"20/04/2020";231;2690;18;234
"Nordeste";"PE";"21/04/2020";218;2908;26;260
"Nordeste";"PE";"22/04/2020";390;3298;22;282
"Nordeste";"PE";"23/04/2020";221;3519;30;312
"Nordeste";"PE";"24/04/2020";480;3999;40;352
"Nordeste";"PE";"25/04/2020";508;4507;29;381
"Nordeste";"PE";"26/04/2020";391;4898;34;415
"Nordeste";"PE";"27/04/2020";460;5358;35;450
"Nordeste";"PE";"28/04/2020";366;5724;58;508
"Nordeste";"PE";"29/04/2020";470;6194;30;538
"Nordeste";"PE";"30/04/2020";682;6876;27;565
"Nordeste";"PE";"01/05/2020";458;7334;38;603
"Nordeste";"PE";"02/05/2020";811;8145;25;628
"Nordeste";"PE";"03/05/2020";498;8643;24;652
"Nordeste";"PE";"04/05/2020";220;8863;39;691
"Nordeste";"PE";"05/05/2020";462;9325;58;749
"Nordeste";"PE";"06/05/2020";556;9881;54;803
"Nordeste";"PE";"07/05/2020";943;10824;42;845
"Nordeste";"PE";"08/05/2020";763;11587;82;927
"Nordeste";"PE";"09/05/2020";883;12470;45;972
"Nordeste";"PE";"10/05/2020";805;13275;75;1047
"Nordeste";"PE";"11/05/2020";493;13768;40;1087
"Nordeste";"PE";"12/05/2020";541;14309;70;1157
"Nordeste";"PE";"13/05/2020";592;14901;67;1224
"Nordeste";"PE";"14/05/2020";687;15588;74;1298
"Nordeste";"PE";"15/05/2020";621;16209;83;1381
"Nordeste";"PE";"16/05/2020";2279;18488;80;1461
"Nordeste";"PE";"17/05/2020";964;19452;55;1516
"Nordeste";"PE";"18/05/2020";642;20094;124;1640
"Nordeste";"PE";"19/05/2020";1148;21242;101;1741
"Nordeste";"PE";"20/05/2020";1318;22560;93;1834
"Nordeste";"PE";"21/05/2020";1351;23911;91;1925
"Nordeste";"PE";"22/05/2020";1849;25760;132;2057
"Nordeste";"PE";"23/05/2020";1026;26786;87;2144
"Nordeste";"PE";"24/05/2020";973;27759;56;2200
"Nordeste";"PE";"25/05/2020";607;28366;48;2248
"Nordeste";"PE";"26/05/2020";488;28854;80;2328
"Nordeste";"PE";"27/05/2020";1065;29919;140;2468
"Nordeste";"PE";"28/05/2020";794;30713;98;2566
"Nordeste";"PE";"29/05/2020";1542;32255;103;2669
"Nordeste";"PE";"30/05/2020";1172;33427;71;2740
"Nordeste";"PE";"31/05/2020";1023;34450;67;2807
"Nordeste";"PE";"01/06/2020";450;34900;68;2875
"Nordeste";"PE";"02/06/2020";608;35508;58;2933
"Nordeste";"PE";"03/06/2020";955;36463;79;3012
"Nordeste";"PE";"04/06/2020";1044;37507;122;3134
"Nordeste";"AL";"25/02/2020";0;0;0;0
"Nordeste";"AL";"26/02/2020";0;0;0;0
"Nordeste";"AL";"27/02/2020";0;0;0;0
"Nordeste";"AL";"28/02/2020";0;0;0;0
"Nordeste";"AL";"29/02/2020";0;0;0;0
"Nordeste";"AL";"01/03/2020";0;0;0;0
"Nordeste";"AL";"02/03/2020";0;0;0;0
"Nordeste";"AL";"03/03/2020";0;0;0;0
"Nordeste";"AL";"04/03/2020";0;0;0;0
"Nordeste";"AL";"05/03/2020";0;0;0;0
"Nordeste";"AL";"06/03/2020";0;0;0;0
"Nordeste";"AL";"07/03/2020";0;0;0;0
"Nordeste";"AL";"08/03/2020";1;1;0;0
"Nordeste";"AL";"09/03/2020";0;1;0;0
"Nordeste";"AL";"10/03/2020";0;1;0;0
"Nordeste";"AL";"11/03/2020";0;1;0;0
"Nordeste";"AL";"12/03/2020";0;1;0;0
"Nordeste";"AL";"13/03/2020";0;1;0;0
"Nordeste";"AL";"14/03/2020";0;1;0;0
"Nordeste";"AL";"15/03/2020";0;1;0;0
"Nordeste";"AL";"16/03/2020";0;1;0;0
"Nordeste";"AL";"17/03/2020";0;1;0;0
"Nordeste";"AL";"18/03/2020";0;1;0;0
"Nordeste";"AL";"19/03/2020";3;4;0;0
"Nordeste";"AL";"20/03/2020";1;5;0;0
"Nordeste";"AL";"21/03/2020";2;7;0;0
"Nordeste";"AL";"22/03/2020";0;7;0;0
"Nordeste";"AL";"23/03/2020";0;7;0;0
"Nordeste";"AL";"24/03/2020";2;9;0;0
"Nordeste";"AL";"25/03/2020";2;11;0;0
"Nordeste";"AL";"26/03/2020";0;11;0;0
"Nordeste";"AL";"27/03/2020";0;11;0;0
"Nordeste";"AL";"28/03/2020";3;14;0;0
"Nordeste";"AL";"29/03/2020";3;17;0;0
"Nordeste";"AL";"30/03/2020";0;17;0;0
"Nordeste";"AL";"31/03/2020";1;18;1;1
"Nordeste";"AL";"01/04/2020";0;18;0;1
"Nordeste";"AL";"02/04/2020";0;18;0;1
"Nordeste";"AL";"03/04/2020";4;22;1;2
"Nordeste";"AL";"04/04/2020";1;23;0;2
"Nordeste";"AL";"05/04/2020";5;28;0;2
"Nordeste";"AL";"06/04/2020";3;31;0;2
"Nordeste";"AL";"07/04/2020";1;32;0;2
"Nordeste";"AL";"08/04/2020";5;37;0;2
"Nordeste";"AL";"09/04/2020";0;37;1;3
"Nordeste";"AL";"10/04/2020";8;45;0;3
"Nordeste";"AL";"11/04/2020";3;48;0;3
"Nordeste";"AL";"12/04/2020";0;48;0;3
"Nordeste";"AL";"13/04/2020";2;50;0;3
"Nordeste";"AL";"14/04/2020";22;72;1;4
"Nordeste";"AL";"15/04/2020";10;82;1;5
"Nordeste";"AL";"16/04/2020";7;89;0;5
"Nordeste";"AL";"17/04/2020";21;110;2;7
"Nordeste";"AL";"18/04/2020";22;132;0;7
"Nordeste";"AL";"19/04/2020";27;159;8;15
"Nordeste";"AL";"20/04/2020";12;171;3;18
"Nordeste";"AL";"21/04/2020";39;210;1;19
"Nordeste";"AL";"22/04/2020";33;243;1;20
"Nordeste";"AL";"23/04/2020";81;324;2;22
"Nordeste";"AL";"24/04/2020";89;413;5;27
"Nordeste";"AL";"25/04/2020";88;501;2;29
"Nordeste";"AL";"26/04/2020";53;554;3;32
"Nordeste";"AL";"27/04/2020";89;643;2;34
"Nordeste";"AL";"28/04/2020";134;777;2;36
"Nordeste";"AL";"29/04/2020";180;957;5;41
"Nordeste";"AL";"30/04/2020";87;1044;6;47
"Nordeste";"AL";"01/05/2020";182;1226;6;53
"Nordeste";"AL";"02/05/2020";146;1372;5;58
"Nordeste";"AL";"03/05/2020";69;1441;6;64
"Nordeste";"AL";"04/05/2020";97;1538;8;72
"Nordeste";"AL";"05/05/2020";68;1606;8;80
"Nordeste";"AL";"06/05/2020";97;1703;9;89
"Nordeste";"AL";"07/05/2020";164;1867;9;98
"Nordeste";"AL";"08/05/2020";166;2033;10;108
"Nordeste";"AL";"09/05/2020";139;2172;6;114
"Nordeste";"AL";"10/05/2020";86;2258;12;126
"Nordeste";"AL";"11/05/2020";85;2343;12;138
"Nordeste";"AL";"12/05/2020";237;2580;12;150
"Nordeste";"AL";"13/05/2020";181;2761;14;164
"Nordeste";"AL";"14/05/2020";211;2972;13;177
"Nordeste";"AL";"15/05/2020";240;3212;10;187
"Nordeste";"AL";"16/05/2020";381;3593;12;199
"Nordeste";"AL";"17/05/2020";223;3816;11;210
"Nordeste";"AL";"18/05/2020";215;4031;11;221
"Nordeste";"AL";"19/05/2020";285;4316;10;231
"Nordeste";"AL";"20/05/2020";121;4437;20;251
"Nordeste";"AL";"21/05/2020";479;4916;11;262
"Nordeste";"AL";"22/05/2020";386;5302;18;280
"Nordeste";"AL";"23/05/2020";328;5630;21;301
"Nordeste";"AL";"24/05/2020";584;6214;15;316
"Nordeste";"AL";"25/05/2020";468;6682;21;337
"Nordeste";"AL";"26/05/2020";376;7058;17;354
"Nordeste";"AL";"27/05/2020";522;7580;14;368
"Nordeste";"AL";"28/05/2020";475;8055;17;385
"Nordeste";"AL";"29/05/2020";563;8618;21;406
"Nordeste";"AL";"30/05/2020";605;9223;18;424
"Nordeste";"AL";"31/05/2020";1065;10288;19;443
"Nordeste";"AL";"01/06/2020";549;10837;18;461
"Nordeste";"AL";"02/06/2020";722;11559;21;482
"Nordeste";"AL";"03/06/2020";848;12407;24;506
"Nordeste";"AL";"04/06/2020";690;13097;25;531
"Nordeste";"SE";"25/02/2020";0;0;0;0
"Nordeste";"SE";"26/02/2020";0;0;0;0
"Nordeste";"SE";"27/02/2020";0;0;0;0
"Nordeste";"SE";"28/02/2020";0;0;0;0
"Nordeste";"SE";"29/02/2020";0;0;0;0
"Nordeste";"SE";"01/03/2020";0;0;0;0
"Nordeste";"SE";"02/03/2020";0;0;0;0
"Nordeste";"SE";"03/03/2020";0;0;0;0
"Nordeste";"SE";"04/03/2020";0;0;0;0
"Nordeste";"SE";"05/03/2020";0;0;0;0
"Nordeste";"SE";"06/03/2020";0;0;0;0
"Nordeste";"SE";"07/03/2020";0;0;0;0
"Nordeste";"SE";"08/03/2020";0;0;0;0
"Nordeste";"SE";"09/03/2020";0;0;0;0
"Nordeste";"SE";"10/03/2020";0;0;0;0
"Nordeste";"SE";"11/03/2020";0;0;0;0
"Nordeste";"SE";"12/03/2020";0;0;0;0
"Nordeste";"SE";"13/03/2020";0;0;0;0
"Nordeste";"SE";"14/03/2020";0;0;0;0
"Nordeste";"SE";"15/03/2020";1;1;0;0
"Nordeste";"SE";"16/03/2020";0;1;0;0
"Nordeste";"SE";"17/03/2020";3;4;0;0
"Nordeste";"SE";"18/03/2020";1;5;0;0
"Nordeste";"SE";"19/03/2020";1;6;0;0
"Nordeste";"SE";"20/03/2020";0;6;0;0
"Nordeste";"SE";"21/03/2020";4;10;0;0
"Nordeste";"SE";"22/03/2020";0;10;0;0
"Nordeste";"SE";"23/03/2020";0;10;0;0
"Nordeste";"SE";"24/03/2020";5;15;0;0
"Nordeste";"SE";"25/03/2020";1;16;0;0
"Nordeste";"SE";"26/03/2020";0;16;0;0
"Nordeste";"SE";"27/03/2020";0;16;0;0
"Nordeste";"SE";"28/03/2020";0;16;0;0
"Nordeste";"SE";"29/03/2020";0;16;0;0
"Nordeste";"SE";"30/03/2020";0;16;0;0
"Nordeste";"SE";"31/03/2020";3;19;0;0
"Nordeste";"SE";"01/04/2020";1;20;0;0
"Nordeste";"SE";"02/04/2020";3;23;2;2
"Nordeste";"SE";"03/04/2020";2;25;0;2
"Nordeste";"SE";"04/04/2020";2;27;0;2
"Nordeste";"SE";"05/04/2020";5;32;1;3
"Nordeste";"SE";"06/04/2020";0;32;1;4
"Nordeste";"SE";"07/04/2020";4;36;0;4
"Nordeste";"SE";"08/04/2020";0;36;0;4
"Nordeste";"SE";"09/04/2020";3;39;0;4
"Nordeste";"SE";"10/04/2020";3;42;0;4
"Nordeste";"SE";"11/04/2020";0;42;0;4
"Nordeste";"SE";"12/04/2020";2;44;0;4
"Nordeste";"SE";"13/04/2020";0;44;0;4
"Nordeste";"SE";"14/04/2020";1;45;0;4
"Nordeste";"SE";"15/04/2020";1;46;0;4
"Nordeste";"SE";"16/04/2020";2;48;0;4
"Nordeste";"SE";"17/04/2020";5;53;0;4
"Nordeste";"SE";"18/04/2020";18;71;1;5
"Nordeste";"SE";"19/04/2020";12;83;0;5
"Nordeste";"SE";"20/04/2020";3;86;0;5
"Nordeste";"SE";"21/04/2020";6;92;0;5
"Nordeste";"SE";"22/04/2020";25;117;2;7
"Nordeste";"SE";"23/04/2020";7;124;1;8
"Nordeste";"SE";"24/04/2020";20;144;0;8
"Nordeste";"SE";"25/04/2020";9;153;1;9
"Nordeste";"SE";"26/04/2020";6;159;0;9
"Nordeste";"SE";"27/04/2020";38;197;1;10
"Nordeste";"SE";"28/04/2020";83;280;1;11
"Nordeste";"SE";"29/04/2020";57;337;1;12
"Nordeste";"SE";"30/04/2020";110;447;0;12
"Nordeste";"SE";"01/05/2020";70;517;2;14
"Nordeste";"SE";"02/05/2020";84;601;0;14
"Nordeste";"SE";"03/05/2020";129;730;0;14
"Nordeste";"SE";"04/05/2020";42;772;3;17
"Nordeste";"SE";"05/05/2020";126;898;4;21
"Nordeste";"SE";"06/05/2020";100;998;2;23
"Nordeste";"SE";"07/05/2020";216;1214;2;25
"Nordeste";"SE";"08/05/2020";224;1438;3;28
"Nordeste";"SE";"09/05/2020";150;1588;5;33
"Nordeste";"SE";"10/05/2020";183;1771;1;34
"Nordeste";"SE";"11/05/2020";29;1800;3;37
"Nordeste";"SE";"12/05/2020";232;2032;0;37
"Nordeste";"SE";"13/05/2020";236;2268;5;42
"Nordeste";"SE";"14/05/2020";226;2494;5;47
"Nordeste";"SE";"15/05/2020";374;2868;3;50
"Nordeste";"SE";"16/05/2020";267;3135;3;53
"Nordeste";"SE";"17/05/2020";208;3343;4;57
"Nordeste";"SE";"18/05/2020";223;3566;2;59
"Nordeste";"SE";"19/05/2020";401;3967;4;63
"Nordeste";"SE";"20/05/2020";310;4277;6;69
"Nordeste";"SE";"21/05/2020";457;4734;7;76
"Nordeste";"SE";"22/05/2020";188;4922;6;82
"Nordeste";"SE";"23/05/2020";209;5131;4;86
"Nordeste";"SE";"24/05/2020";183;5314;7;93
"Nordeste";"SE";"25/05/2020";134;5448;10;103
"Nordeste";"SE";"26/05/2020";287;5735;13;116
"Nordeste";"SE";"27/05/2020";177;5912;11;127
"Nordeste";"SE";"28/05/2020";244;6156;8;135
"Nordeste";"SE";"29/05/2020";306;6462;7;142
"Nordeste";"SE";"30/05/2020";343;6805;7;149
"Nordeste";"SE";"31/05/2020";194;6999;9;158
"Nordeste";"SE";"01/06/2020";234;7233;8;166
"Nordeste";"SE";"02/06/2020";322;7555;6;172
"Nordeste";"SE";"03/06/2020";434;7989;8;180
"Nordeste";"SE";"04/06/2020";211;8200;6;186
"Nordeste";"BA";"25/02/2020";0;0;0;0
"Nordeste";"BA";"26/02/2020";0;0;0;0
"Nordeste";"BA";"27/02/2020";0;0;0;0
"Nordeste";"BA";"28/02/2020";0;0;0;0
"Nordeste";"BA";"29/02/2020";0;0;0;0
"Nordeste";"BA";"01/03/2020";0;0;0;0
"Nordeste";"BA";"02/03/2020";0;0;0;0
"Nordeste";"BA";"03/03/2020";0;0;0;0
"Nordeste";"BA";"04/03/2020";0;0;0;0
"Nordeste";"BA";"05/03/2020";0;0;0;0
"Nordeste";"BA";"06/03/2020";1;1;0;0
"Nordeste";"BA";"07/03/2020";1;2;0;0
"Nordeste";"BA";"08/03/2020";0;2;0;0
"Nordeste";"BA";"09/03/2020";0;2;0;0
"Nordeste";"BA";"10/03/2020";0;2;0;0
"Nordeste";"BA";"11/03/2020";0;2;0;0
"Nordeste";"BA";"12/03/2020";0;2;0;0
"Nordeste";"BA";"13/03/2020";0;2;0;0
"Nordeste";"BA";"14/03/2020";0;2;0;0
"Nordeste";"BA";"15/03/2020";0;2;0;0
"Nordeste";"BA";"16/03/2020";0;2;0;0
"Nordeste";"BA";"17/03/2020";1;3;0;0
"Nordeste";"BA";"18/03/2020";0;3;0;0
"Nordeste";"BA";"19/03/2020";27;30;0;0
"Nordeste";"BA";"20/03/2020";3;33;0;0
"Nordeste";"BA";"21/03/2020";8;41;0;0
"Nordeste";"BA";"22/03/2020";8;49;0;0
"Nordeste";"BA";"23/03/2020";14;63;0;0
"Nordeste";"BA";"24/03/2020";13;76;0;0
"Nordeste";"BA";"25/03/2020";8;84;0;0
"Nordeste";"BA";"26/03/2020";20;104;0;0
"Nordeste";"BA";"27/03/2020";11;115;0;0
"Nordeste";"BA";"28/03/2020";12;127;0;0
"Nordeste";"BA";"29/03/2020";27;154;1;1
"Nordeste";"BA";"30/03/2020";22;176;0;1
"Nordeste";"BA";"31/03/2020";37;213;1;2
"Nordeste";"BA";"01/04/2020";33;246;0;2
"Nordeste";"BA";"02/04/2020";21;267;1;3
"Nordeste";"BA";"03/04/2020";15;282;2;5
"Nordeste";"BA";"04/04/2020";50;332;2;7
"Nordeste";"BA";"05/04/2020";69;401;2;9
"Nordeste";"BA";"06/04/2020";30;431;1;10
"Nordeste";"BA";"07/04/2020";25;456;2;12
"Nordeste";"BA";"08/04/2020";41;497;3;15
"Nordeste";"BA";"09/04/2020";62;559;4;19
"Nordeste";"BA";"10/04/2020";45;604;0;19
"Nordeste";"BA";"11/04/2020";31;635;2;21
"Nordeste";"BA";"12/04/2020";38;673;0;21
"Nordeste";"BA";"13/04/2020";50;723;1;22
"Nordeste";"BA";"14/04/2020";36;759;0;22
"Nordeste";"BA";"15/04/2020";48;807;5;27
"Nordeste";"BA";"16/04/2020";144;951;3;30
"Nordeste";"BA";"17/04/2020";108;1059;6;36
"Nordeste";"BA";"18/04/2020";134;1193;1;37
"Nordeste";"BA";"19/04/2020";37;1230;8;45
"Nordeste";"BA";"20/04/2020";111;1341;1;46
"Nordeste";"BA";"21/04/2020";148;1489;1;47
